,총점,커리어 향상,업무와 삶의 균형,급여 및 복지,사내 문화,경영진,제목,직원유형,장점,단점
4038,5.0,4,5,3,4,3,“워라벨은 확실하나 책임전까지만”,현직원 · 여****** · 연구개발(R&D) - 2021.01.20,"워라밸
팀바팀이지만 팀운이 좋았음
나름 대기업 수준의 복지","낮은 급여와 생산공장 이기적인 노조 아재들
위치가 너무 뭣같음 출퇴근 똥임"
4039,5.0,5,5,3,3,1,“네임밸류”,현직원 · 1***** · 경영지원·관리 전문가 - 2021.01.12,어디서나 알아주는 기업의 네임밸류 덕분에 명함 내밀때 현부심이 생기고 가족들이 좋아함,가족들이 회사 이야기를 속속들이 다 알고있고 파업이나 노사협상에 대해 이야기함
4040,5.0,5,5,4,3,3,“근무환경 좋은 회사”,현직원 · B****** · 생산엔지니어·생산관리 - 2021.01.12,현장에서 일하는 사람들의 의식이 로봇이 아닌 사람답게 일 할 수 있는 환경이다,노사대립이 구시대적이라 이견이 있을때 서로 싸우기 바쁘다
4041,5.0,3,5,4,5,4,“워라밸 최고”,현직원 · b***** · 경영전략·사업기획·분석전문가 - 2021.01.11,휴가 많고 워라밸 최고인 회사 기업문화도 자유롭게 바뀜,순환직무로 커리어 개발이 어려워 타회사로의 이직이 쉽지 않음
4042,5.0,2,3,2,2,2,“적당히 일하면서 적당한 보수를 받는 회사”,현직원 · l********* · IT 엔지니어 - 2021.01.11,흔히 말하는 복지 휴일이 다른 회사에 비해 괜찮다 차 할인이 가능하다,과거에 비해 줄어든 연봉 커리어 개발이 쉽지 않음 보고 체계가 복잡함
4043,5.0,5,5,4,4,4,“미래를 준비하는 회사”,현직원 · e****** · 연구개발(R&D) - 2021.01.08,"본인 의지가 있으면 성취감을 느낄 수 있음
업무 강도 낮고 출퇴근 시간 좋음 복지 좋음","노조 문화로 연구원 사원급은 편한 대신 상대적으로 책임급들의 업무 많음
관리 문화가 아직 제조업 스타일로 뻣뻣함"
4044,5.0,5,5,5,5,5,“워라벨이 보장되는 회사”,현직원 · K***** · 연구개발(R&D) - 2020.12.31,"자율출퇴근으로 안정된
워라벨을 지킬 수 있다 업무강도가 낮다","회사 임직원의
전반적인 사기가 크게 떨어져있다 단기적으로나 장기적으로나 큰 문제점"
4045,5.0,3,5,4,3,4,“워라벨 짱”,현직원 · s******* · 연구개발(R&D) - 2020.12.30,연봉 깎인거 감안해도 워라벨 개조음 퇴근할 때 눈치 안보임,남양연구소 너무 시골  진짜 너무 깡촌이고 차 개막힘
4046,5.0,5,5,5,5,5,“복지가 좋은 회사”,현직원 · 안*** · 고객서비스 전문가 - 2020.12.29,일을 하면서도 자기계발이 가능한회사 조금씩 발전해나가고있는게 보입니다,기성세대의 꼰대문화가 여전합니다 무식한 사람들도 많습니다
4047,5.0,5,3,5,1,1,“명문대 낮은과”,현직원 · 기* · 경영지원·관리 전문가 - 2020.12.28,"명성이 좋다

돈이 많다

오래 다닌다

인정받는다","욕으로 배부르다

내가 오래다니는만큼 저 인간도 오래다닌다

돈이 줄고있다"
4048,5.0,5,5,5,5,5,“돈을 어디가서도 여기만큼 못번다”,현직원 · K***** · 생산엔지니어·생산관리 - 2020.12.27,돈이 잘 벌린다 근무시간이 좋다 규모가 커서 묻어갈 수있다,꼰대들이 많고 사람관계가 중요하다 양정동 물가가 비싸고 편의시설이 부족하다 집세가 비싸다
4049,5.0,3,4,3,4,3,“워라밸 보장이 되는 회사”,현직원 · W***** · 연구개발(R&D) - 2020.12.22,워라밸이 보장되는 회사 돈은 타 대겹 대비 적지만 만족합니다,"1 점심 밥 좀 개선 해주세요

2 긱사 저녁 밥도 개선 해주세요"
4050,5.0,5,5,5,5,5,“건물 카페가 좋은 회사”,현직원 · p***** · 경영전략·사업기획·분석전문가 - 2020.12.02,"구내식당이 맛있고 카페가 맛있어요
삼성역에 가까워서 좋아요",아직 길게 다니지 않아서 단점을 생각하기가 어렵네요
4051,5.0,5,5,5,5,5,“워라밸 보장 자동차회사”,현직원 · h***** · 연구개발(R&D) - 2020.12.01,"워라밸 보장 부바부 있지만대체로 보장
커리어 쌓을수있다 이것또한 부바부 다소 있지만 대체로  가능","근무 위치 남양 서울에서 은근히 꽤 멀다

밥이 맛이 없다"
4052,5.0,5,5,4,4,4,“겉보기와 다르게 워라밸 매우 좋음”,현직원 · 쏠** · 연구개발(R&D) - 2020.11.17,"보기보다 워라밸 매우 좋음
복지혜택 매우 좋음
전문성 매우 높음","위치가 좋지 못하며 교통체증이 매우 심함
밥이 맛이 없음"
4053,5.0,5,5,5,5,5,“미래가 있는회사”,현직원 · i******* · 연구개발(R&D) - 2020.11.07,과거 현재 미래 대한민국을 대표하는 우수한 지동차를 만드는 회사,출퇴근이 힘들긴 하지만 그외엔 단점이 없는 완벽한 회사
4054,5.0,5,5,5,5,4,“말이필요한가..ㅎㅎ”,현직원 · i********* · 생산엔지니어·생산관리 - 2020.11.01,높은급여 워라벨 다들 알만한것들이 장점입미다 ,"요즘은 좀많이 없어졋지만 수직적인 문화  꼰대
신입은 이등병같이 움직여야하는 우직한 인재상 등이 잇습니다람쥐"
4055,5.0,5,5,5,5,5,“사기업 연구소 중 최고인듯”,현직원 · U***** · 환경·안전·보건 전문가 - 2020.10.30,"복지도 어느 정도 좋고 업무 강도도 낮은편에 속함
연구소라 그나마 군대문화 덜 함","조합 때문에 눈치 많이보고 일 진행이 잘 안됨
조합원 탈퇴되면 힘들어짐"
4056,5.0,4,5,4,4,3,“워라벨 좋음”,현직원 · a***** · 연구개발(R&D) - 2020.10.30,"회사 인지도
쉬는 날이 많음
급여도 나쁘지 않음
회사 분위기도 자유로움","기술직 분들 힘이 너무 쎔
회사가 너무 오지에 있음 "
4057,5.0,5,5,5,5,5,“최고입니다.”,현직원 · 횬** · 품질관리·보증 전문가 - 2020.10.13,"워라벨 좋고 비전있습니다
한국의 자랑스런 자동차 회사입니다","군대문화가 개선 되었으몀 하는데
이전대비해서 많이 나아졌습니다"
4058,5.0,4,3,5,3,3,“좋아요현대”,현직원 · 국** · 하드웨어 엔지니어 - 2020.10.07,"복지 차량할인 등등 생활속 도움이 됨
밥먹고 살수있음","주말생특특근근무 일을 하는만큼 받아가는 임금
실적 압박"
4059,5.0,4,5,4,4,3,“워라밸 보당되고 근무강도 적절한 회사”,현직원 · n***** · 연구개발(R&D) - 2020.10.02,출신학교 지역 등에 대한 차별이 없고 본인의 역량에 따라 성장할수 있다,근무지가 논밭 가운데 있어 서울에서의 접근성 떨어지고 길이 좁아 출퇴근에 시간이 많이 걸린다
4060,5.0,4,4,3,2,3,“요즘들어 워라밸향상”,현직원 · 택**** · 경영지원·관리 전문가 - 2020.09.29,끈끈한정이 있고 업무추진력이 매우 높아서 배울점이 있는회사입니다,군대문화 및 꼰대문화가 아직도 많이 남아있는 회사입니다
4061,5.0,5,5,5,5,5,“워라밸 좋음”,현직원 · +***** · 연구개발(R&D) - 2020.09.29,자부심 있음 워라밸 좋음 복지 괜찮음 타 대기업이랑 비슷,징징이들이 블라에 많음 징징이들 좀 퇴사했으면 좋겠음
4062,5.0,5,5,5,4,4,“대한민국 탑기업”,현직원 · l********* · 경영지원·관리 전문가 - 2020.09.27,연봉 복지 및 워라밸 정년 현무원이라는 말이 괜히 나온게 아님,생산직 강성노조가 제일 문제 조폭급의 막무가내 아저씨들이 많음 본사면 괜찮지만 언제 로테이션될지 모름
4063,5.0,5,3,5,3,4,“안정적인 직장”,현직원 · i***** · 하드웨어 엔지니어 - 2020.09.24,사회적 신분 상승이 있고 주위에서 인정해주고 여유로운 삶,교대 근무가 꽤나 힘들고 월요일마다 누적되는 피로감이 크다
4064,5.0,5,5,4,3,5,“저녁이 있는 삶”,현직원 · p***** · 생산엔지니어·생산관리 - 2020.09.21,"열심히 일하는 문화
최상 수준의 복지
자긍심을 높혀준다
퇴근하고 할께 많다","더울 때 덥고 추울 때 춥게 일한다는 점
나로서는 딱히 없다"
4065,5.0,5,5,5,5,1,“최고의 직장”,현직원 · i******** · 해외영업·사업개발·마케팅 - 2020.09.20,"사회적 명성과 지위
만족스러운 급여
본사 서울 위치
성장","꼰대 같은 리더
오래된 문화
보수적인 문화
과거 문화 답습"
4066,5.0,5,5,5,5,5,“부바부지만 워라밸 보장되는 회사(남양한정)”,전직원 · i********* · 연구개발(R&D) - 2020.09.20,노조의 비호아래 경직되나 유연한 문화가 공존하는 회사 장점 도 노조 단점도 노조,너무 멀고 통근차량 생활 불편 아침에 일찍 일어나야함 인사적체
4067,5.0,5,5,5,5,4,“워라벨이 보장되는 회사”,현직원 · 도**** · 생산엔지니어·생산관리 - 2020.09.19,주 5일 근무와 필요시 특근을 선택할 수 있어 워라벨이 상당히 보장됨,아직까지는 그렇게 크게 단점을 느끼지 못하고있음 만족함
4068,5.0,5,5,5,5,5,“최고의 회사”,현직원 · l***** · 경영전략·사업기획·분석전문가 - 2020.09.18,"만족
다양한 기회
성장의 장
워라밸

열심히 하면 길이 있는 회사","보상이 성과기반이 아님 전직원 일괄

개인의 편의만 생각하는
일부 강경노조가 업무의욕 떨어뜨림"
4069,5.0,4,5,5,5,5,“부바부 사바사 편차가 심한회사”,현직원 · o******* · 생산엔지니어·생산관리 - 2020.09.18,"자동차를 좋아한다면 즐겁게 일할수있다
배울 사람들이 꽤 많다","안티가 너무 많다
일 안하는 사람들도 많다
회사가 점점 어려워진다"
4070,5.0,5,5,5,5,5,“워라벨 최고”,현직원 · h*** · IT 엔지니어 - 2020.09.15,"근무형태가 좋고 출퇴근이 가까워서 좋아요
같은지역이면 현대차만한곳이없을듯","식당마다 밥맛이 다 달라서 좀 그렇습니다
그외는 괜찮아요"
4071,5.0,4,5,5,5,4,“워라밸이 보장되는 회사”,현직원 · k******* · 영업 전문가 - 2020.09.14,"워라밸이 보장되며 회사로 인한 복지 풍부
오래 다니고싶은 좋은 회사","특별히 없습니다

직원들이 앞으로도 오래 다녔으면 좋겠습니다"
4072,5.0,5,5,5,5,5,“워라밸이 보장되는 회사”,현직원 · I********* · IT 기획·매니지먼트 전문가 - 2020.09.13,국내에서는 유일한 완성차 회사라는 점이 마음에 듭니다,회사의 문화를 바꾸려 노력하나 한 순간에 바꿔지지는 않고 있습니다
4073,5.0,5,4,5,4,4,“급변하는 산업에 열렬히 바뀌는 회사”,현직원 · a***** · 회계·세무·재무 전문가 - 2020.09.12,급변하고 있는 모빌리티 산업에 다양한 사업 다각화로 게임체인저로 도약하려 하고 있음 앞으로 더더욱 기대되는 회사,사내문화가 최근 몇년사이 급변하고 유연해지고 있으나 아직 보수적인 문화
4074,5.0,4,5,3,5,5,“워라벨 굳”,현직원 · R***** · 하드웨어 엔지니어 - 2020.09.07,"마북연구소 위치 근무환경 굳
일하는 분위기가 좋은듯합니다","월급은 쏘쏘해요
성과급 점차 나아질거라고 생각합니다"
4075,5.0,4,5,4,3,3,“워라밸 좋음”,현직원 · S***** · 연구개발(R&D) - 2020.09.04,"워라밸 좋음
연월차 눈치보지 않고 사용 가능
그럭저럭 만족하면서 다닐 정도","연구소 위치가 너무 시골임
최고경영층 말 한마디에 모든 방향이 바뀌어버림"
4076,5.0,5,5,5,5,5,“워라벨 최고 노조 짱!”,현직원 · n***** · 연구개발(R&D) - 2020.08.31,전반적으로 다 좋습니다 분위기는 부서 바이 부서 일 것 같습니다,"회사 위치가 위치인지라 집에 가는 길이 조금 힘드네요
긱사 없었으면 큰일날뻔"
4077,5.0,4,5,4,5,4,“좋은 회사 편안 회사”,현직원 · J***** · 건설 엔지니어 - 2020.08.30,워라밸이 너무 좋습니다 자기 취미 생활 즐기면서 다니기 좋아요,커리어 향상 하기에는 회사차원은 도움이 없습니다 혼자서 해야 하는 것들이 많습니다
4078,5.0,5,5,5,5,5,“생산직 최고존엄”,현직원 · U***** · 생산엔지니어·생산관리 - 2020.08.29,야근없는 회사 복지 좋음 울산이라는 광역시에 위치함,출퇴근시 지옥 버스는 그냥 만원이고 차 타고다니기 힘들다
4079,5.0,4,5,4,4,5,“최고의회사”,현직원 · A****** · 연구개발(R&D) - 2020.08.27,자부심이 들고 나를 발전시킬수있는 여지가 보여서 장점이다,밥이 맛없고 자리가 좁다 아쉽다 너무 아쉬운밥이다 슬프다
4080,5.0,4,5,4,5,5,“연봉과 워라벨 모두 최고는 아니지만 상위권인 회사”,현직원 · l******** · 연구개발(R&D) - 2020.08.21,대기업 중 비교적 높은 연봉에 속함에도 낮은 업무강도,자동차 업계 특성상 다른 업계로 이직이 제한적이며 현대자동차는 국내 자동차업계에서 탑인 기업임 즉 이쪽 업계에서는 이직할 곳이 없음
4081,5.0,5,5,5,5,5,“입사 이후 꾸준히 발전하고 확장중인 회사”,현직원 · h***** · 생산엔지니어·생산관리 - 2020.08.19,본부간 이동 팀 이동 담당업무 변경만으로도 어지간한 중소기업 이직하는 정도의 변화가 생기는 매우 큰 조직이다보니 그만두고 싶다는 생각이 들때쯤이면 그 정도의 큰 변화로 인해 결국 이십년 이상을 다니게끔 되는 회사임 물론 그러다보니 단점도 있지만,본부간 경쟁이 심하고 상 정보 교류가 부족하다보니 발생하는 조직 이기주의로 인해 내 조직 이외에는 서로들 이해 안해주려고 하는 묘한 부작용이 많아요
4082,5.0,5,5,4,4,4,"“기계인의 꿈, 노조 맹활약으로 회사 분위기 굿”",현직원 · i****** · 연구개발(R&D) - 2020.08.17,"현대차는 아직 인간적이다
업무에 있어 경험이라는 인자가 매우 중요하기에 한 명의 천재가 필요 없는 곳",앞으로 자동차 산업의 변화에 얼마나 회사가 잘 트랜스폼할 수 있을지가 향후 경쟁력의 관건일듯
4083,5.0,5,5,3,5,5,“워라벨이 보장되는 회사”,현직원 · w***** · 연구개발(R&D) - 2020.08.14,자율출퇴근제로 인한 빠른 퇴근 조직문화가 많이 유연해짐,예전같지 않은 연봉이 아쉽고 회사밥이나 복지 면에서 아쉬워요
4084,5.0,3,5,3,3,3,“자동차업계 피라미드 정점”,현직원 · i********* · 품질관리·보증 전문가 - 2020.08.08,"회사에대해 자부심을 가지고 일하는 사람들이 많다
부바부지만 대채로 울산공장 관리직 기준 퇴근이 빠르다","연봉이 들었던거보다는 짜다
수도권사람들한테 지방근무가 흠이긴 하다"
4085,4.0,5,4,3,3,3,"“현차는 현차, 일도 현차”",현직원 · 뛰*** · 해외영업·사업개발·마케팅 - 2024.05.14,솔직히 그냥 현차라서 좋다 강남사옥 위치 좋고 시설 좋다 모두가 아는 회사 어른들이 좋아하신다,팀바팀 팀장 재량이겠지만 팀 업무 분배가 안 된다 팀장이 잘 나간다면 본인은 좋겠지만 밑에 팀원들은 죽어나는 거
4086,4.0,4,4,4,4,4,“좋은 회사”,현직원 · J***** · 경영전략·사업기획·분석전문가 - 2024.05.10,"기획 능력이 있는 윗사람들을 보며 배울 점이 많음
팀 사람들이 모두 괜찮음
업무 시간동안 엄청 바쁘지만 재밌게 일하고 있음","조직이 너무 크고 비슷한 역할을 하는 조직들이 있음
윗사람들이 삼전 출신이라 삼전의 문화가 있는듯"
